id,Grievance Title,Detailed Description,Category,Priority Level,Location / Ward No,Department,Status,Date Submitted,Predicted Category,Predicted Priority,Confidence Score,Attachment Name,Internal Notes
SYN-8EC3268E,"Drainage Issue at Ward 7, Central Zone - 447","Drain cover missing, posing a risk to children in Ward 7, Central Zone.",Drainage,Medium,"Ward 7, Central Zone",Municipal Corporation,In Progress,2025-04-27,Drainage,Medium,0.9,evidence_928.jpg,Assigned to Municipal Corporation team.
SYN-F6643232,"Healthcare Issue at Sector 13, Heritage Colony - 885","Long waiting hours and no doctors available in Sector 13, Heritage Colony PHC.",Healthcare,Medium,"Sector 13, Heritage Colony",Health & Family Welfare,In Progress,2025-11-14,Healthcare,Medium,0.9,evidence_929.jpg,Assigned to Health & Family Welfare team.
SYN-BCD54E6D,"Education Issue at Garden City, Phase 5 - 631","Shortage of teaching staff for 3 semesters in Garden City, Phase 5.",Education,Medium,"Garden City, Phase 5",Education Department,Resolved,2025-08-11,Education,Medium,0.9,evidence_930.jpg,Assigned to Education Department team.
SYN-20E8FA20,"Drainage Issue at Garden City, Phase 2 - 841","Drain cover missing, posing a risk to children in Garden City, Phase 2.",Drainage,Low,"Garden City, Phase 2",Public Works Department (PWD),Resolved,2025-09-27,Drainage,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-4535FA2A,"Drainage Issue at Garden City, Phase 2 - 799","Monsoon preparation for cleaning drains not started in Garden City, Phase 2.",Drainage,High,"Garden City, Phase 2",Public Works Department (PWD),Resolved,2026-02-10,Drainage,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-10BF71ED,"Roads & Infrastructure Issue at Ward 4, Central Zone - 226","Street pavement broken near Ward 4, Central Zone.",Roads & Infrastructure,Urgent,"Ward 4, Central Zone",Urban Development Authority,In Progress,2025-10-08,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-C56005A7,"Sanitation Issue at Garden City, Phase 3 - 198","Sewage overflow reported in the back alley of Garden City, Phase 3.",Sanitation,Urgent,"Garden City, Phase 3",Health & Family Welfare,Escalated,2025-05-10,Sanitation,Urgent,0.9,evidence_934.jpg,Assigned to Health & Family Welfare team.
SYN-BCAC0648,"Sanitation Issue at Ward 2, Central Zone - 589","Sewage overflow reported in the back alley of Ward 2, Central Zone.",Sanitation,High,"Ward 2, Central Zone",Municipal Corporation,Escalated,2025-08-12,Sanitation,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-86E2DED7,"Waste Management Issue at Garden City, Phase 3 - 494","Open garbage bin overflowing and spreading disease in Garden City, Phase 3.",Waste Management,Low,"Garden City, Phase 3",Municipal Corporation,In Progress,2025-07-06,Waste Management,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-7DCECEC8,"Roads & Infrastructure Issue at Ward 9, Central Zone - 728","Major potholes on the main road of Ward 9, Central Zone.",Roads & Infrastructure,Medium,"Ward 9, Central Zone",Urban Development Authority,Resolved,2025-10-12,Roads & Infrastructure,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-E6FAAFCD,"Waste Management Issue at Ward 10, Central Zone - 303","Open garbage bin overflowing and spreading disease in Ward 10, Central Zone.",Waste Management,Low,"Ward 10, Central Zone",Municipal Corporation,Resolved,2025-03-27,Waste Management,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-0DE83A47,"Waste Management Issue at Ward 7, Central Zone - 385","Garbage collection truck hasn't visited Ward 7, Central Zone for a week.",Waste Management,Urgent,"Ward 7, Central Zone",Municipal Corporation,Resolved,2025-10-22,Waste Management,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-DDF43C8C,"Public Safety Issue at Ward 9, Central Zone - 176","Illegal parking blocking emergency exits in Ward 9, Central Zone.",Public Safety,Medium,"Ward 9, Central Zone",Municipal Corporation,New,2025-10-29,Public Safety,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-9E58DC0E,"Education Issue at Sector 16, Heritage Colony - 311","Shortage of teaching staff for 35 semesters in Sector 16, Heritage Colony.",Education,Low,"Sector 16, Heritage Colony",Education Department,In Progress,2025-05-24,Education,Low,0.9,evidence_941.jpg,Assigned to Education Department team.
SYN-455C1EE9,"Waste Management Issue at Sector 10, Heritage Colony - 152","Biomedical waste found dumped in the residential area of Sector 10, Heritage Colony.",Waste Management,High,"Sector 10, Heritage Colony",Sanitation Department,New,2025-07-06,Waste Management,High,0.9,evidence_942.jpg,Assigned to Sanitation Department team.
SYN-A3CB0469,"Roads & Infrastructure Issue at Ward 8, Central Zone - 472","Road construction halted for 52 months in Ward 8, Central Zone.",Roads & Infrastructure,Low,"Ward 8, Central Zone",Public Works Department (PWD),Escalated,2025-12-07,Roads & Infrastructure,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-46512876,"Roads & Infrastructure Issue at Ward 9, Central Zone - 774","Street pavement broken near Ward 9, Central Zone.",Roads & Infrastructure,High,"Ward 9, Central Zone",Public Works Department (PWD),New,2025-10-04,Roads & Infrastructure,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-B1B17DA9,"Water Supply Issue at Garden City, Phase 3 - 559","Low pressure water being received at Garden City, Phase 3.",Water Supply,Low,"Garden City, Phase 3",Public Works Department (PWD),New,2025-10-17,Water Supply,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-31DB0CB6,"Electricity Issue at Garden City, Phase 2 - 707","Frequent power cuts without notice in Garden City, Phase 2.",Electricity,High,"Garden City, Phase 2",Electricity Board,In Progress,2025-08-18,Electricity,High,0.9,nan,Assigned to Electricity Board team.
SYN-350C8206,"Water Supply Issue at Garden City, Phase 5 - 132","No water supply for the last 11 days in Garden City, Phase 5.",Water Supply,Urgent,"Garden City, Phase 5",Municipal Corporation,Resolved,2025-12-28,Water Supply,Urgent,0.9,evidence_947.jpg,Assigned to Municipal Corporation team.
SYN-A6BD9C01,"Sanitation Issue at Ward 5, Central Zone - 228","Public toilets in Ward 5, Central Zone are extremely dirty and unusable.",Sanitation,Medium,"Ward 5, Central Zone",Municipal Corporation,Escalated,2025-03-09,Sanitation,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-9C609B5B,"Drainage Issue at Ward 6, Central Zone - 762","Drain cover missing, posing a risk to children in Ward 6, Central Zone.",Drainage,Medium,"Ward 6, Central Zone",Municipal Corporation,In Progress,2025-11-20,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-B44E9C2D,"Public Safety Issue at Sector 12, Heritage Colony - 445","Lack of police patrolling observed during night in Sector 12, Heritage Colony.",Public Safety,Low,"Sector 12, Heritage Colony",Municipal Corporation,Resolved,2025-07-17,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-B799184B,"Waste Management Issue at Ward 6, Central Zone - 470","Biomedical waste found dumped in the residential area of Ward 6, Central Zone.",Waste Management,Medium,"Ward 6, Central Zone",Sanitation Department,New,2025-11-04,Waste Management,Medium,0.9,evidence_951.jpg,Assigned to Sanitation Department team.
SYN-32A85FB4,"Drainage Issue at Sector 16, Heritage Colony - 782","Main drain choked with plastic waste near Sector 16, Heritage Colony.",Drainage,Urgent,"Sector 16, Heritage Colony",Public Works Department (PWD),New,2026-02-05,Drainage,Urgent,0.9,evidence_952.jpg,Assigned to Public Works Department (PWD) team.
SYN-8F455953,"Public Safety Issue at Garden City, Phase 5 - 742","Lack of police patrolling observed during night in Garden City, Phase 5.",Public Safety,Low,"Garden City, Phase 5",Municipal Corporation,New,2025-07-17,Public Safety,Low,0.9,evidence_953.jpg,Assigned to Municipal Corporation team.
SYN-98A6F366,"Sanitation Issue at Sector 16, Heritage Colony - 515","Drainage blockage causing water logging in Sector 16, Heritage Colony.",Sanitation,Urgent,"Sector 16, Heritage Colony",Health & Family Welfare,Escalated,2025-07-09,Sanitation,Urgent,0.9,nan,Assigned to Health & Family Welfare team.
SYN-946E5BE2,"Education Issue at Garden City, Phase 1 - 746","Lack of pure drinking water facilities in Garden City, Phase 1 primary school.",Education,High,"Garden City, Phase 1",Education Department,New,2025-12-31,Education,High,0.9,evidence_955.jpg,Assigned to Education Department team.
SYN-0AEED589,"Healthcare Issue at Garden City, Phase 5 - 697","Emergency ambulance delayed by 14 hours for Garden City, Phase 5.",Healthcare,Medium,"Garden City, Phase 5",Health & Family Welfare,New,2025-03-26,Healthcare,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-8BBF00D8,"Education Issue at Sector 17, Heritage Colony - 635","Lack of pure drinking water facilities in Sector 17, Heritage Colony primary school.",Education,Medium,"Sector 17, Heritage Colony",Urban Development Authority,New,2026-01-17,Education,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-B1FBDBD9,"Electricity Issue at Ward 3, Central Zone - 154","Frequent power cuts without notice in Ward 3, Central Zone.",Electricity,High,"Ward 3, Central Zone",Electricity Board,New,2025-04-06,Electricity,High,0.9,nan,Assigned to Electricity Board team.
SYN-5FB37593,"Roads & Infrastructure Issue at Ward 1, Central Zone - 108","Illegal speed breaker installed at Ward 1, Central Zone.",Roads & Infrastructure,Urgent,"Ward 1, Central Zone",Public Works Department (PWD),Escalated,2025-06-22,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-FB7B3BF8,"Street Lighting Issue at Garden City, Phase 1 - 961","Flickering street light causing disturbance in Garden City, Phase 1.",Street Lighting,Medium,"Garden City, Phase 1",Electricity Board,New,2026-02-08,Street Lighting,Medium,0.9,nan,Assigned to Electricity Board team.
SYN-9C4472B3,"Street Lighting Issue at Sector 14, Heritage Colony - 648","New street light poles installed but not connected in Sector 14, Heritage Colony.",Street Lighting,Urgent,"Sector 14, Heritage Colony",Electricity Board,Escalated,2025-08-23,Street Lighting,Urgent,0.9,nan,Assigned to Electricity Board team.
SYN-F289CDE5,"Education Issue at Ward 3, Central Zone - 678","Lack of pure drinking water facilities in Ward 3, Central Zone primary school.",Education,Medium,"Ward 3, Central Zone",Education Department,Resolved,2026-01-11,Education,Medium,0.9,nan,Assigned to Education Department team.
SYN-A21245AD,"Healthcare Issue at Ward 7, Central Zone - 275","Long waiting hours and no doctors available in Ward 7, Central Zone PHC.",Healthcare,Urgent,"Ward 7, Central Zone",Municipal Corporation,New,2025-05-24,Healthcare,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-D7521056,"Waste Management Issue at Ward 4, Central Zone - 297","Open garbage bin overflowing and spreading disease in Ward 4, Central Zone.",Waste Management,Medium,"Ward 4, Central Zone",Municipal Corporation,In Progress,2025-04-24,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-E33395CD,"Public Safety Issue at Ward 7, Central Zone - 365","Illegal parking blocking emergency exits in Ward 7, Central Zone.",Public Safety,Medium,"Ward 7, Central Zone",Police Department,In Progress,2025-06-27,Public Safety,Medium,0.9,nan,Assigned to Police Department team.
SYN-C6AD5D76,"Education Issue at Sector 14, Heritage Colony - 259","Shortage of teaching staff for 10 semesters in Sector 14, Heritage Colony.",Education,High,"Sector 14, Heritage Colony",Urban Development Authority,Resolved,2025-10-28,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-65453F55,"Roads & Infrastructure Issue at Garden City, Phase 4 - 447","Illegal speed breaker installed at Garden City, Phase 4.",Roads & Infrastructure,Urgent,"Garden City, Phase 4",Urban Development Authority,Escalated,2025-10-11,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-51268AAF,"Roads & Infrastructure Issue at Sector 16, Heritage Colony - 429","Illegal speed breaker installed at Sector 16, Heritage Colony.",Roads & Infrastructure,Medium,"Sector 16, Heritage Colony",Urban Development Authority,Resolved,2026-02-23,Roads & Infrastructure,Medium,0.9,evidence_968.jpg,Assigned to Urban Development Authority team.
SYN-A9632E16,"Water Supply Issue at Ward 7, Central Zone - 452","No water supply for the last 15 days in Ward 7, Central Zone.",Water Supply,Low,"Ward 7, Central Zone",Municipal Corporation,Escalated,2025-08-16,Water Supply,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-3CDBB2B7,"Waste Management Issue at Sector 12, Heritage Colony - 701","Open garbage bin overflowing and spreading disease in Sector 12, Heritage Colony.",Waste Management,High,"Sector 12, Heritage Colony",Municipal Corporation,Resolved,2025-09-14,Waste Management,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-A1C9B69F,"Drainage Issue at Ward 7, Central Zone - 929","Drain cover missing, posing a risk to children in Ward 7, Central Zone.",Drainage,Medium,"Ward 7, Central Zone",Public Works Department (PWD),Resolved,2026-02-28,Drainage,Medium,0.9,evidence_971.jpg,Assigned to Public Works Department (PWD) team.
SYN-F2A91FAD,"Roads & Infrastructure Issue at Garden City, Phase 4 - 195","Street pavement broken near Garden City, Phase 4.",Roads & Infrastructure,High,"Garden City, Phase 4",Public Works Department (PWD),In Progress,2025-09-01,Roads & Infrastructure,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-AE55BBAE,"Roads & Infrastructure Issue at Ward 10, Central Zone - 734","Road construction halted for 27 months in Ward 10, Central Zone.",Roads & Infrastructure,Low,"Ward 10, Central Zone",Urban Development Authority,In Progress,2025-08-05,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-424F6161,"Water Supply Issue at Sector 13, Heritage Colony - 688","Continuous leakage in the main pipeline near Sector 13, Heritage Colony.",Water Supply,Medium,"Sector 13, Heritage Colony",Public Works Department (PWD),In Progress,2025-11-27,Water Supply,Medium,0.9,evidence_974.jpg,Assigned to Public Works Department (PWD) team.
SYN-3C5A5D48,"Public Safety Issue at Sector 17, Heritage Colony - 473","Lack of police patrolling observed during night in Sector 17, Heritage Colony.",Public Safety,High,"Sector 17, Heritage Colony",Police Department,Escalated,2025-04-07,Public Safety,High,0.9,nan,Assigned to Police Department team.
SYN-22C192D3,"Sanitation Issue at Ward 4, Central Zone - 600","Public toilets in Ward 4, Central Zone are extremely dirty and unusable.",Sanitation,High,"Ward 4, Central Zone",Municipal Corporation,Escalated,2025-09-10,Sanitation,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-B8A0C204,"Waste Management Issue at Sector 14, Heritage Colony - 925","Garbage collection truck hasn't visited Sector 14, Heritage Colony for a week.",Waste Management,Medium,"Sector 14, Heritage Colony",Municipal Corporation,In Progress,2025-05-11,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-CF73D235,"Roads & Infrastructure Issue at Ward 4, Central Zone - 303","Road construction halted for 51 months in Ward 4, Central Zone.",Roads & Infrastructure,Low,"Ward 4, Central Zone",Public Works Department (PWD),Resolved,2025-04-03,Roads & Infrastructure,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-8B91D946,"Roads & Infrastructure Issue at Garden City, Phase 3 - 791","Street pavement broken near Garden City, Phase 3.",Roads & Infrastructure,Low,"Garden City, Phase 3",Urban Development Authority,Resolved,2025-06-06,Roads & Infrastructure,Low,0.9,evidence_979.jpg,Assigned to Urban Development Authority team.
